CUI1|CUI2
C0004626|C0007559
C0004626|C0007560
C0004626|C0007561
C0004626|C0007562
C0004626|C0007716
C0004626|C0009077
C0004626|C0012093
C0004626|C0013090
C0004626|C0037496
C0004626|C0053154
C0004626|C0054995
C0004626|C0055003
C0004626|C0055008
C0004626|C0055015
C0004626|C0058445
C0004626|C0058731
C0004626|C0060400
C0004626|C0060405
C0004626|C0108938
C0004626|C0245519
C0004626|C0282155
C0004626|C0282386
C0004626|C0282391
C0004626|C0287573
C0004626|C0379881
C0004626|C0536495
C0004626|C0540776
C0004626|C0663241
C0004626|C0700445
C0004626|C0700451
C0004626|C0700526
C0004626|C0700527
C0004626|C0701852
C0004626|C0719220
C0004626|C0724517
C0004626|C0724548
C0004626|C0724715
C0004626|C0733367
C0004626|C0753645
C0004626|C0754517
C0004626|C0770649
C0004626|C0771284
C0004626|C0771947
C0004626|C0887175
C0004626|C0887422
C0004626|C0919352
C0004626|C1260298
C0004626|C2001521
C0004626|C2699131
C0004626|C2699162
C0004626|C2699808
C0004626|C2983838
C0004626|C2983899
C0004626|C3273776
C0004626|C3486462
C0004626|C3661457
C0004626|C3661490
C0004626|C3848583
C0004626|C4478126
C0004626|C4482908
C0004626|C4551111
C0004626|C5207169
C0004659|C0025638
C0004659|C0066105
C0004659|C0609436
C0004659|C0770669
C0004669|C0007554
C0004669|C0007555
C0004669|C0007557
C0004669|C0007560
C0004669|C0008168
C0004669|C0008809
C0004669|C0008947
C0004669|C0025872
C0004669|C0055003
C0004669|C0055337
C0004669|C0055338
C0004669|C0055339
C0004669|C0055880
C0004669|C0055881
C0004669|C0066005
C0004669|C0109354
C0004669|C0282104
C0004669|C0282105
C0004669|C0282239
C0004669|C0282391
C0004669|C0304311
C0004669|C0353490
C0004669|C0379881
C0004669|C0536495
C0004669|C0540776
C0004669|C0700445
C0004669|C0700446
C0004669|C0700471
C0004669|C0724517
C0004669|C0724715
C0004669|C0754517
C0004669|C0771046
C0004669|C0771284
C0004669|C1120106
C0004669|C1170745
C0004669|C1260298
C0004669|C1881787
C0004669|C3852726
C0004669|C3872026
C0004669|C4478126
C0004771|C0039644
C0004771|C0521901
C0004771|C0546879
C0004771|C0772198
C0004775|C0006938
C0004775|C0014025
C0004775|C0014027
C0004775|C0700452
C0004775|C0886809
C0004943|C0039736
C0005122|C0039840
C0005122|C0039844
C0005122|C0039848
C0005122|C0076404
C0005122|C0770309
C0005138|C0010137
C0005138|C0025815
C0005138|C0032950
C0005138|C0032952
C0005138|C0040864
C0005138|C0040866
C0005138|C0040867
C0005138|C0056391
C0005138|C0066430
C0005138|C0071839
C0005138|C0071842
C0005138|C0071844
C0005138|C0077004
C0005138|C0138273
C0005138|C0138274
C0005138|C0174938
C0005138|C0600901
C0005138|C0700546
C0005138|C0889299
C0005283|C0718066
C0005416|C0022233
C0005416|C0025624
C0005416|C0301373
C0005416|C0304423
C0005586|C0006949
C0005586|C0009011
C0005586|C0009079
C0005586|C0023870
C0005586|C0024778
C0005586|C0025678
C0005586|C0037567
C0005586|C0042291
C0005586|C0060926
C0005586|C0064636
C0005586|C0065091
C0005586|C0068897
C0005586|C0073393
C0005586|C0076829
C0005586|C0085217
C0005586|C0123091
C0005586|C0125997
C0005586|C0171023
C0005586|C0304375
C0005586|C0607673
C0005586|C0700455
C0005586|C0724680
C0005586|C0753678
C0005586|C0771589
C0005586|C0772200
C0005586|C0886883
C0005586|C0891604
C0005586|C1966347
C0005586|C2000088
C0005586|C2003424
C0005586|C2697950
C0005586|C2698647
C0005586|C2700226
C0005586|C2719618
C0005586|C2719626
C0005586|C2726929
C0005586|C2936870
C0005586|C4058574
C0005660|C0002645
C0005660|C0002680
C0005660|C0007546
C0005660|C0007555
C0005660|C0007716
C0005660|C0282052
C0005660|C0521900
C0005660|C0700443
C0005660|C0700471
C0005660|C0700526
C0005660|C0719220
C0005660|C0724526
C0005660|C0812398
C0005660|C0887551
C0005660|C0919352
C0005660|C2699162
C0005660|C2828282
C0005686|C0000983
C0005686|C0001714
C0005686|C0027679
C0005686|C0027680
C0005686|C0032535
C0005686|C0033447
C0005686|C0033448
C0005686|C0282261
C0005686|C0388753
C0005686|C0724710
C0005694|C0031441
C0005694|C0242430
C0005695|C0002475
C0005695|C0008838
C0005695|C0013089
C0005695|C0015133
C0005695|C0039871
C0005695|C0059874
C0005695|C0068314
C0005695|C0069717
C0005695|C0079083
C0005695|C0546861
C0005695|C0724511
C0005695|C0982034
C0005695|C1522690
C0005695|C3657270
C0005695|C3658706
C0005695|C4055433
C0005695|C4519740
C0005695|C5227850
C0005695|C5228604
C0005697|C0004261
C0005697|C0004609
C0005697|C0053526
C0005697|C0069805
C0005697|C0106169
C0005697|C0134394
C0005697|C0304422
C0005697|C0596004
C0005697|C3661459
C0005699|C0071568
C0005699|C0939537
C0005716|C0002679
C0005716|C0016277
C0005716|C0022625
C0005716|C0027444
C0005716|C0064113
C0005716|C0338196
C0005716|C1145701
C0005741|C0027444
C0005741|C0057796
C0005741|C0057799
C0005747|C0006050
C0005747|C0010620
C0005747|C0354872
C0005747|C0771807
C0005747|C2719424
C0005747|C2719767
C0005747|C2930113
C0005747|C4759195
C0005758|C0075770
C0005940|C0011145
C0005940|C0011148
C0005943|C0002499
C0005943|C0002501
C0005943|C0007537
C0005943|C0007541
C0005943|C0007552
C0005943|C0007554
C0005943|C0007555
C0005943|C0007557
C0005943|C0007559
C0005943|C0007560
C0005943|C0007561
C0005943|C0007562
C0005943|C0007716
C0005943|C0008777
C0005943|C0020933
C0005943|C0027519
C0005943|C0040341
C0005943|C0054995
C0005943|C0055003
C0005943|C0055015
C0005943|C0065295
C0005943|C0282391
C0005943|C0282395
C0005943|C0546866
C0005943|C0700445
C0005943|C0700446
C0005943|C0700471
C0005943|C0700527
C0005943|C0701852
C0005943|C0719220
C0005943|C0724548
C0005943|C0733367
C0005943|C0770649
C0005943|C0771284
C0005943|C0886855
C0005943|C0919352
C0005943|C2699131
C0005943|C2699162
C0005943|C2983899
C0005943|C3854019
C0005943|C4511278
C0005956|C0079083
C0005967|C0257685
C0005967|C2700334
C0006035|C0017449
C0006035|C0026186
C0006035|C0026187
C0006035|C0030092
C0006035|C0039644
C0006035|C0282277
C0006035|C0521901
C0006035|C0546879
C0006035|C0772198
C0006035|C0887052
C0006035|C2698682
C0006057|C0030827
C0006057|C0030829
C0006057|C0030830
C0006057|C0037540
C0006057|C0700462
C0006057|C0700553
C0006057|C1589331
C0006057|C4059095
C0006057|C4059096
C0006057|C4059106
C0006057|C4059107
C0006057|C4059108
C0006057|C4059109
C0006057|C4059110
C0006057|C4059111
C0006057|C4059112
C0006057|C4059113
C0006057|C4059114
C0006057|C4059115
C0006057|C4059116
C0006057|C4059117
C0006118|C0007257
C0006118|C0015133
C0006118|C0020402
C0006118|C0021734
C0006118|C0021735
C0006118|C0021741
C0006118|C0023972
C0006118|C0025815
C0006118|C0026088
C0006118|C0032950
C0006118|C0033223
C0006118|C0059874
C0006118|C0066430
C0006118|C0071839
C0006118|C0071842
C0006118|C0071844
C0006118|C0138273
C0006118|C0138274
C0006118|C0164613
C0006118|C0174938
C0006118|C0205909
C0006118|C0244714
C0006118|C0391001
C0006118|C0600901
C0006118|C0700546
C0006118|C0796545
C0006118|C0889299
C0006118|C0982233
C0006142|C0072864
C0006142|C3852841
C0006142|C4053695
C0006142|C5432368
C0006266|C0001636
C0006266|C0001927
C0006266|C0002575
C0006266|C0012694
C0006266|C0014479
C0006266|C0014563
C0006266|C0022176
C0006266|C0022177
C0006266|C0025573
C0006266|C0027235
C0006266|C0029193
C0006266|C0039771
C0006266|C0040864
C0006266|C0040866
C0006266|C0040867
C0006266|C0052944
C0006266|C0053817
C0006266|C0055578
C0006266|C0059446
C0006266|C0059447
C0006266|C0060657
C0006266|C0071129
C0006266|C0073992
C0006266|C0077004
C0006266|C0086073
C0006266|C0106575
C0006266|C0245531
C0006266|C0304425
C0006266|C0304426
C0006266|C0304441
C0006266|C0350279
C0006266|C0543495
C0006266|C0600347
C0006266|C0700536
C0006266|C0700580
C0006266|C0724580
C0006266|C0724666
C0006266|C0770491
C0006266|C0771061
C0006266|C0771469
C0006266|C0772501
C0006266|C0772502
C0006266|C0937621
C0006266|C0969589
C0006266|C0982139
C0006266|C1271551
C0006266|C1576818
C0006266|C1579393
C0006266|C1814684
C0006266|C2699757
C0006266|C2699758
C0006266|C3472162
C0006266|C3495425
C0006266|C3661518
C0006266|C3848550
C0006267|C0001047
C0006267|C0772506
C0006267|C0887741
C0006267|C3857933
C0006267|C4283417
C0006277|C0001047
C0006277|C0002575
C0006277|C0007537
C0006277|C0013360
C0006277|C0018305
C0006277|C0027235
C0006277|C0028902
C0006277|C0039644
C0006277|C0039771
C0006277|C0041041
C0006277|C0052944
C0006277|C0053882
C0006277|C0055014
C0006277|C0055578
C0006277|C0055856
C0006277|C0058445
C0006277|C0060400
C0006277|C0060405
C0006277|C0063750
C0006277|C0065162
C0006277|C0108938
C0006277|C0245519
C0006277|C0282386
C0006277|C0287573
C0006277|C0304441
C0006277|C0379881
C0006277|C0521901
C0006277|C0533545
C0006277|C0536495
C0006277|C0540776
C0006277|C0546879
C0006277|C0600347
C0006277|C0700580
C0006277|C0724517
C0006277|C0724713
C0006277|C0724715
C0006277|C0753645
C0006277|C0754517
C0006277|C0770927
C0006277|C0771053
C0006277|C0771061
C0006277|C0772198
C0006277|C0772506
C0006277|C0872914
C0006277|C0873024
C0006277|C0887741
C0006277|C0936126
C0006277|C1135662
C0006277|C1178580
C0006277|C1271551
C0006277|C1321744
C0006277|C2699131
C0006277|C2699143
C0006277|C3472162
C0006277|C3486462
C0006277|C3495425
C0006277|C3661457
C0006277|C3661490
C0006277|C3661518
C0006277|C3848550
C0006277|C3848583
C0006277|C3857933
C0006277|C4283417
C0006277|C4478126
C0006277|C4551111
C0006309|C0035608
C0006309|C0038425
C0006309|C0038426
C0006309|C0055923
C0006309|C0350817
C0006370|C0015827
C0006370|C0016365
C0006370|C0024778
C0006370|C0282179
C0006370|C0700455
C0006370|C0733380
C0006370|C0771589
C0006413|C0010583
C0006413|C0724564
C0006413|C1880207
C0006434|C0002499
C0006434|C0002501
C0006434|C0005059
C0006434|C0009053
C0006434|C0021968
C0006434|C0022614
C0006434|C0023660
C0006434|C0028157
C0006434|C0032831
C0006434|C0032857
C0006434|C0037129
C0006434|C0037521
C0006434|C0051156
C0006434|C0060245
C0006434|C0102137
C0006434|C0142791
C0006434|C0162745
C0006434|C0304925
C0006434|C0546869
C0006434|C0700541
C0006434|C0796396
C0006434|C0887581
C0006434|C0937895
C0006434|C0981817
C0006434|C0991769
C0006434|C0995182
C0006434|C2756728
C0006434|C4703827
C0006444|C0010137
C0006444|C0011777
C0006444|C0011779
C0006444|C0020740
C0006444|C0021246
C0006444|C0027396
C0006444|C0032952
C0006444|C0038792
C0006444|C0056391
C0006444|C0057598
C0006444|C0057603
C0006444|C0074814
C0006444|C0113286
C0006444|C0546873
C0006444|C0770565
C0006444|C0813196
C0006444|C0887187
C0006444|C0982211
C0006444|C1658209
C0006625|C0025175
C0006625|C0065879
C0006625|C0143083
C0006625|C0169964
C0006625|C1273043
C0006625|C1273044
C0006818|C0008809
C0006818|C0011276
C0006818|C0013090
C0006818|C0014806
C0006818|C0014809
C0006818|C0014810
C0006818|C0014813
C0006818|C0039644
C0006818|C0041165
C0006818|C0058731
C0006818|C0059561
C0006818|C0059562
C0006818|C0059566
C0006818|C0282104
C0006818|C0282125
C0006818|C0282155
C0006818|C0521901
C0006818|C0546879
C0006818|C0700451
C0006818|C0771046
C0006818|C0771947
C0006818|C0772169
C0006818|C0772198
C0006818|C2699808
C0006840|C0016278
C0006840|C0027444
C0006840|C0069488
C0006840|C0393080
C0006840|C0526119
C0006840|C4521099
C0006845|C0002679
C0006845|C0016277
C0006845|C0017440
C0006845|C0022625
C0006845|C0028741
C0006845|C0064113
C0006845|C0076110
C0006845|C0338196
C0006845|C0771029
C0006845|C1145701
C0006845|C3848552
C0006846|C0002679
C0006846|C0009074
C0006846|C0013547
C0006846|C0017440
C0006846|C0022625
C0006846|C0025942
C0006846|C0028741
C0006846|C0055711
C0006846|C0069765
C0006846|C0075503
C0006846|C0086620
C0006846|C0126169
C0006846|C0142160
C0006846|C0144004
C0006846|C0338196
C0006846|C0546862
C0006846|C1145701
C0006846|C3848552
C0006849|C0008196
C0006849|C0008197
C0006849|C0008199
C0006849|C0009074
C0006849|C0016277
C0006849|C0022625
C0006849|C0028741
C0006849|C0055361
C0006849|C0064113
C0006849|C0521947
C0006849|C0936148
C0007020|C0030054
C0007097|C0007257
C0007097|C0012203
C0007097|C0060692
C0007097|C0068771
C0007097|C0919270
C0007129|C4055417
C0007131|C0020402
C0007131|C0045093
C0007131|C0078257
C0007131|C0123931
C0007131|C0144576
C0007131|C0146224
C0007131|C0210657
C0007131|C0246415
C0007131|C0377401
C0007131|C0594375
C0007131|C0771375
C0007131|C0771488
C0007131|C0796392
C0007131|C0886549
C0007131|C0936142
C0007131|C1122962
C0007131|C1135135
C0007131|C1533491
C0007131|C1961039
C0007131|C2352806
C0007131|C2697961
C0007131|C2742502
C0007131|C2974289
C0007131|C2987430
C0007131|C2987648
C0007131|C3273321
C0007131|C3644500
C0007131|C3657270
C0007131|C3658706
C0007131|C3818721
C0007131|C3853921
C0007131|C4018766
C0007131|C4053698
C0007131|C4055433
C0007131|C4058810
C0007131|C4058811
C0007131|C4059915
C0007131|C4086264
C0007131|C4287815
C0007131|C4518884
C0007131|C4528198
C0007131|C4529301
C0007131|C4723584
C0007131|C5188106
C0007131|C5226874
C0007131|C5235396
C0007131|C5418250
C0007131|C5446297
C0007131|C5450104
C0007134|C0020402
C0007134|C0021734
C0007134|C0021735
C0007134|C0021741
C0007134|C0025147
C0007134|C0039736
C0007134|C0065864
C0007134|C0164613
C0007134|C0218986
C0007134|C0244714
C0007134|C0391001
C0007134|C0796545
C0007134|C0982233
C0007134|C1176020
C0007134|C1516119
C0007134|C1676709
C0007134|C1700685
C0007134|C1700874
C0007134|C1707080
C0007134|C1831796
C0007134|C1882305
C0007134|C2827667
C0007134|C2986924
C0007134|C2987642
C0007134|C3181682
C0007134|C3468008
C0007134|C4765027
C0007137|C0005739
C0007137|C0005740
C0007137|C0020402
C0007137|C0995188
C0007137|C2987648
C0007137|C3273321
C0007137|C3657270
C0007137|C3658706
C0007137|C4724806
C0007137|C4731528
C0007138|C4055109
C0007138|C4055417
C0007138|C4519323
C0007166|C0002697
C0007166|C0011689
C0007166|C0012258
C0007166|C0012265
C0007166|C0012963
C0007166|C0013030
C0007166|C0022245
C0007166|C0282151
C0007166|C0282210
C0007166|C0282211
C0007166|C0304520
C0007166|C0304521
C0007166|C0304925
C0007166|C0700450
C0007166|C0981817
C0007166|C0991769
C0007166|C4703827
C0007193|C0002697
C0007193|C0304521
C0007222|C0008318
C0007302|C0008466
C0007302|C0086999
C0007302|C1509932
C0007302|C2983911
C0007302|C3255087
C0007302|C3255909
C0007302|C3473003
C0007302|C3505264
C0007302|C4237723
C0007384|C0000503
C0007384|C0037537
C0007384|C5398272
C0007384|C5398273
C0007384|C5398274
C0007398|C0024002
C0007462|C0040373
C0007462|C0770500
C0007570|C0724624
C0007642|C0004521
C0007642|C0009077
C0007642|C0012093
C0007642|C0027324
C0007642|C0029983
C0007642|C0037496
C0007642|C0037531
C0007642|C0037536
C0007642|C0053154
C0007642|C0887422
C0007642|C0982292
C0007684|C0002499
C0007684|C0002501
C0007684|C0027519
C0007684|C0040341
C0007684|C0546866
C0007684|C3854019
C0007781|C0000598
C0007781|C0032143
C0007781|C0040207
C0007785|C0010976
C0007785|C0010977
C0007785|C0019134
C0007785|C0037513
C0007785|C0054452
C0007785|C0770546
C0007785|C0771246
C0007785|C0982192
C0007785|C1445698
C0007786|C0015131
C0007786|C0030350
C0007786|C0030899
C0007786|C0605028
C0007786|C0700461
C0007789|C0004609
C0007789|C0010976
C0007789|C0010977
C0007859|C2719430
C0007873|C0146224
C0007873|C0796392
C0007873|C0886549
C0007873|C4529301
C0007873|C5188106
C0007947|C0007561
C0007947|C0014806
C0007947|C0014809
C0007947|C0014810
C0007947|C0014813
C0007947|C0026186
C0007947|C0026187
C0007947|C0038425
C0007947|C0038426
C0007947|C0038675
C0007947|C0039644
C0007947|C0059561
C0007947|C0059562
C0007947|C0059566
C0007947|C0521901
C0007947|C0546879
C0007947|C0700527
C0007947|C0723509
C0007947|C0772169
C0007947|C0772198
C0008049|C0001367
C0008049|C0042646
C0008049|C0209227
C0008049|C0249458
C0008049|C0282040
C0008049|C0771309
C0008049|C2700247
C0008059|C0053230
C0008066|C0008286
C0008066|C0018546
C0008066|C0062103
C0008066|C0355077
C0008066|C0720809
C0008100|C0053230
C0008149|C0002645
C0008149|C0014806
C0008149|C0014809
C0008149|C0014810
C0008149|C0014813
C0008149|C0017449
C0008149|C0028902
C0008149|C0030092
C0008149|C0038745
C0008149|C0038746
C0008149|C0039644
C0008149|C0041165
C0008149|C0052585
C0008149|C0052796
C0008149|C0055856
C0008149|C0055923
C0008149|C0059561
C0008149|C0059562
C0008149|C0059566
C0008149|C0081437
C0008149|C0282277
C0008149|C0282386
C0008149|C0350817
C0008149|C0379881
C0008149|C0521900
C0008149|C0521901
C0008149|C0540776
C0008149|C0546879
C0008149|C0724517
C0008149|C0724715
C0008149|C0772169
C0008149|C0772198
C0008149|C0795582
C0008149|C0886592
C0008149|C0887052
C0008149|C0887551
C0008149|C2698292
C0008149|C2698682
C0008149|C2828282
C0008149|C3661457
C0008153|C0038689
C0008311|C1143018
C0008350|C0003993
C0008350|C0022233
C0008350|C0042105
C0008350|C0301373
C0008350|C5539923
C0008354|C0011276
C0008354|C0013090
C0008354|C0016855
C0008354|C0026186
C0008354|C0026187
C0008354|C0039644
C0008354|C0058731
C0008354|C0282125
C0008354|C0282155
C0008354|C0521901
C0008354|C0546879
C0008354|C0700451
C0008354|C0771947
C0008354|C0772198
C0008354|C2699808
C0008372|C4719544
C0008412|C0008405
C0008489|C4277781
C0008497|C0005739
C0008497|C0005740
C0008497|C0008163
C0008497|C0010934
C0008497|C0025677
C0008497|C0042670
C0008497|C0042671
C0008497|C0949359
C0008526|C0010137
C0008526|C0056391
C0008533|C0015491
C0008533|C0015502
C0008533|C0534191
C0008533|C0724584
C0008533|C0982025
C0008533|C2826076
C0008533|C2826077
C0008533|C3883805
C0008533|C4084478
C0008582|C0016278
C0008677|C0025573
C0008677|C0029193
C0008677|C0038689
C0008677|C0055923
C0008677|C0213771
C0008677|C0350817
C0008677|C0969589
C0008677|C1306772
C0008677|C1579389
C0008677|C1722260
C0008677|C1814684
C0008677|C2920417
C0008677|C2934193
C0008677|C3661274
C0008677|C3709474
C0008677|C3848541
C0008677|C3858079
C0008677|C4688636
C0008733|C0724624
C0009021|C0001911
C0009021|C0032911
C0009062|C0007554
C0009062|C0007555
C0009062|C0007557
C0009062|C0007561
C0009062|C0011276
C0009062|C0028157
C0009062|C0282125
C0009062|C0700445
C0009062|C0700446
C0009062|C0700471
C0009062|C0700527
C0009062|C1260298
C0009062|C4291320
C0009088|C0010620
C0009088|C0012291
C0009088|C0014710
C0009088|C0030054
C0009088|C0075632
C0009088|C0086248
C0009088|C0206599
C0009088|C0354872
C0009088|C0700532
C0009088|C0771807
C0009088|C0771983
C0009088|C4694273
C0009088|C4731561
C0009186|C0002679
C0009186|C0016277
C0009186|C0022625
C0009186|C0027444
C0009186|C0064113
C0009186|C0338196
C0009186|C1145701
C0009186|C4521099
C0009187|C0073987
C0009187|C0521925
C0009324|C0004482
C0009324|C0010137
C0009324|C0011777
C0009324|C0011779
C0009324|C0020268
C0009324|C0025815
C0009324|C0028040
C0009324|C0032950
C0009324|C0032952
C0009324|C0033979
C0009324|C0036078
C0009324|C0040864
C0009324|C0040866
C0009324|C0040867
C0009324|C0052940
C0009324|C0056387
C0009324|C0056391
C0009324|C0057598
C0009324|C0057603
C0009324|C0063076
C0009324|C0063077
C0009324|C0063079
C0009324|C0066430
C0009324|C0068722
C0009324|C0069454
C0009324|C0071839
C0009324|C0071842
C0009324|C0071844
C0009324|C0077004
C0009324|C0082944
C0009324|C0113286
C0009324|C0127615
C0009324|C0138273
C0009324|C0138274
C0009324|C0174938
C0009324|C0352536
C0009324|C0353940
C0009324|C0595398
C0009324|C0600901
C0009324|C0612688
C0009324|C0666743
C0009324|C0700546
C0009324|C0770559
C0009324|C0770560
C0009324|C0770565
C0009324|C0887732
C0009324|C0889299
C0009324|C0982366
C0009324|C0982369
C0009324|C1122087
C0009324|C1658209
C0009324|C2742797
C0009324|C4238106
C0009324|C4490035
C0009324|C4530556
C0009324|C4535390
C0009324|C4541569
C0009324|C5222083
C0009326|C0001655
C0009326|C0010137
C0009326|C0011777
C0009326|C0011779
C0009326|C0032950
C0009326|C0032952
C0009326|C0056391
C0009326|C0057598
C0009326|C0057603
C0009326|C0071839
C0009326|C0071842
C0009326|C0071844
C0009326|C0113286
C0009326|C0138273
C0009326|C0138274
C0009326|C0770565
C0009326|C0889299
C0009326|C1658209
C0009326|C3818725
C0009373|C0036442
C0009373|C0036444
C0009374|C0023992
C0009374|C0282221
C0009375|C0007257
C0009375|C0016360
C0009375|C0023556
C0009375|C0023972
C0009375|C0123931
C0009375|C0309393
C0009375|C0594375
C0009375|C0733383
C0009404|C0002475
C0009404|C0016343
C0009404|C0021734
C0009404|C0021735
C0009404|C0021741
C0009404|C0038432
C0009404|C0069717
C0009404|C0164613
C0009404|C0218986
C0009404|C0244714
C0009404|C0391001
C0009404|C0671970
C0009404|C0796392
C0009404|C0796545
C0009404|C0879427
C0009404|C0982233
C0009404|C2742502
C0009404|C2980094
C0009404|C3537697
C0009404|C4056441
C0009404|C4056442
C0009404|C4529301
C0009404|C5188106
C0009443|C0003968
C0009443|C0006246
C0009443|C0011782
C0009443|C0018305
C0009443|C0027396
C0009443|C0030071
C0009443|C0031495
